file_name,img_path,mask_path,whites,mask
TCGA_DU_8164_19970111_30,./archive/kaggle_3m/TCGA_HT_7884_19980913/TCGA_HT_7884_19980913_1.tif,./archive/kaggle_3m/TCGA_HT_7884_19980913/TCGA_HT_7884_19980913_1_mask.tif,0,0
TCGA_DU_8164_19970111_24,./archive/kaggle_3m/TCGA_DU_5874_19950510/TCGA_DU_5874_19950510_1.tif,./archive/kaggle_3m/TCGA_DU_5874_19950510/TCGA_DU_5874_19950510_1_mask.tif,0,0
TCGA_DU_8164_19970111_18,./archive/kaggle_3m/TCGA_DU_8163_19961119/TCGA_DU_8163_19961119_1.tif,./archive/kaggle_3m/TCGA_DU_8163_19961119/TCGA_DU_8163_19961119_1_mask.tif,0,0
TCGA_DU_8164_19970111_19,./archive/kaggle_3m/TCGA_CS_6186_20000601/TCGA_CS_6186_20000601_1.tif,./archive/kaggle_3m/TCGA_CS_6186_20000601/TCGA_CS_6186_20000601_1_mask.tif,0,0
TCGA_DU_8164_19970111_25,./archive/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_1.tif,./archive/kaggle_3m/TCGA_FG_6689_20020326/TCGA_FG_6689_20020326_1_mask.tif,0,0
TCGA_DU_8164_19970111_31,./archive/kaggle_3m/TCGA_HT_7855_19951020/TCGA_HT_7855_19951020_1.tif,./archive/kaggle_3m/TCGA_HT_7855_19951020/TCGA_HT_7855_19951020_1_mask.tif,0,0
TCGA_DU_8164_19970111_27,./archive/kaggle_3m/TCGA_HT_7882_19970125/TCGA_HT_7882_19970125_1.tif,./archive/kaggle_3m/TCGA_HT_7882_19970125/TCGA_HT_7882_19970125_1_mask.tif,0,0
TCGA_DU_8164_19970111_33,./archive/kaggle_3m/TCGA_FG_5964_20010511/TCGA_FG_5964_20010511_1.tif,./archive/kaggle_3m/TCGA_FG_5964_20010511/TCGA_FG_5964_20010511_1_mask.tif,0,0
TCGA_DU_8164_19970111_32,./archive/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_1.tif,./archive/kaggle_3m/TCGA_DU_5849_19950405/TCGA_DU_5849_19950405_1_mask.tif,0,0
TCGA_DU_8164_19970111_26,./archive/kaggle_3m/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_1.tif,./archive/kaggle_3m/TCGA_CS_4944_20010208/TCGA_CS_4944_20010208_1_mask.tif,0,0
TCGA_DU_8164_19970111_8,./archive/kaggle_3m/TCGA_FG_8189_20030516/TCGA_FG_8189_20030516_1.tif,./archive/kaggle_3m/TCGA_FG_8189_20030516/TCGA_FG_8189_20030516_1_mask.tif,0,0
TCGA_DU_8164_19970111_9,./archive/kaggle_3m/TCGA_DU_7013_19860523/TCGA_DU_7013_19860523_1.tif,./archive/kaggle_3m/TCGA_DU_7013_19860523/TCGA_DU_7013_19860523_1_mask.tif,0,0
TCGA_DU_8164_19970111_4,./archive/kaggle_3m/TCGA_DU_A5TT_19980318/TCGA_DU_A5TT_19980318_1.tif,./archive/kaggle_3m/TCGA_DU_A5TT_19980318/TCGA_DU_A5TT_19980318_1_mask.tif,0,0
TCGA_DU_8164_19970111_5,./archive/kaggle_3m/TCGA_DU_6405_19851005/TCGA_DU_6405_19851005_1.tif,./archive/kaggle_3m/TCGA_DU_6405_19851005/TCGA_DU_6405_19851005_1_mask.tif,0,0
TCGA_DU_8164_19970111_7,./archive/kaggle_3m/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_1.tif,./archive/kaggle_3m/TCGA_DU_5853_19950823/TCGA_DU_5853_19950823_1_mask.tif,0,0
TCGA_DU_8164_19970111_6,./archive/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_1.tif,./archive/kaggle_3m/TCGA_FG_5962_20000626/TCGA_FG_5962_20000626_1_mask.tif,0,0
TCGA_DU_8164_19970111_2,./archive/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_1.tif,./archive/kaggle_3m/TCGA_DU_7302_19911203/TCGA_DU_7302_19911203_1_mask.tif,0,0
TCGA_DU_8164_19970111_3,./archive/kaggle_3m/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_1.tif,./archive/kaggle_3m/TCGA_CS_5396_20010302/TCGA_CS_5396_20010302_1_mask.tif,0,0
TCGA_DU_8164_19970111_1,./archive/kaggle_3m/TCGA_HT_7693_19950520/TCGA_HT_7693_19950520_1.tif,./archive/kaggle_3m/TCGA_HT_7693_19950520/TCGA_HT_7693_19950520_1_mask.tif,0,0
TCGA_DU_8164_19970111_17,./archive/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_1.tif,./archive/kaggle_3m/TCGA_FG_6690_20020226/TCGA_FG_6690_20020226_1_mask.tif,0,0
TCGA_DU_8164_19970111_16,./archive/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_1.tif,./archive/kaggle_3m/TCGA_DU_7298_19910324/TCGA_DU_7298_19910324_1_mask.tif,0,0
TCGA_DU_8164_19970111_28,./archive/kaggle_3m/TCGA_FG_7643_20021104/TCGA_FG_7643_20021104_1.tif,./archive/kaggle_3m/TCGA_FG_7643_20021104/TCGA_FG_7643_20021104_1_mask.tif,0,0
TCGA_DU_8164_19970111_14,./archive/kaggle_3m/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_1.tif,./archive/kaggle_3m/TCGA_CS_4943_20000902/TCGA_CS_4943_20000902_1_mask.tif,0,0
TCGA_DU_8164_19970111_15,./archive/kaggle_3m/TCGA_HT_A61B_19991127/TCGA_HT_A61B_19991127_1.tif,./archive/kaggle_3m/TCGA_HT_A61B_19991127/TCGA_HT_A61B_19991127_1_mask.tif,0,0
TCGA_DU_8164_19970111_29,./archive/kaggle_3m/TCGA_DU_7301_19911112/TCGA_DU_7301_19911112_1.tif,./archive/kaggle_3m/TCGA_DU_7301_19911112/TCGA_DU_7301_19911112_1_mask.tif,0,0
TCGA_DU_8164_19970111_11,./archive/kaggle_3m/TCGA_HT_7692_19960724/TCGA_HT_7692_19960724_1.tif,./archive/kaggle_3m/TCGA_HT_7692_19960724/TCGA_HT_7692_19960724_1_mask.tif,0,0
TCGA_DU_8164_19970111_10,./archive/kaggle_3m/TCGA_HT_A5RC_19990831/TCGA_HT_A5RC_19990831_1.tif,./archive/kaggle_3m/TCGA_HT_A5RC_19990831/TCGA_HT_A5RC_19990831_1_mask.tif,0,0
TCGA_DU_8164_19970111_12,./archive/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_1.tif,./archive/kaggle_3m/TCGA_DU_6404_19850629/TCGA_DU_6404_19850629_1_mask.tif,0,0
TCGA_DU_8164_19970111_13,./archive/kaggle_3m/TCGA_DU_7019_19940908/TCGA_DU_7019_19940908_1.tif,./archive/kaggle_3m/TCGA_DU_7019_19940908/TCGA_DU_7019_19940908_1_mask.tif,0,0
TCGA_DU_8168_19970503_18,./archive/kaggle_3m/TCGA_HT_7616_19940813/TCGA_HT_7616_19940813_1.tif,./archive/kaggle_3m/TCGA_HT_7616_19940813/TCGA_HT_7616_19940813_1_mask.tif,0,0
TCGA_DU_8168_19970503_30,./archive/kaggle_3m/TCGA_HT_8111_19980330/TCGA_HT_8111_19980330_1.tif,./archive/kaggle_3m/TCGA_HT_8111_19980330/TCGA_HT_8111_19980330_1_mask.tif,0,0
TCGA_DU_8168_19970503_24,./archive/kaggle_3m/TCGA_DU_8162_19961029/TCGA_DU_8162_19961029_1.tif,./archive/kaggle_3m/TCGA_DU_8162_19961029/TCGA_DU_8162_19961029_1_mask.tif,0,0
TCGA_DU_8168_19970503_25,./archive/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_1.tif,./archive/kaggle_3m/TCGA_DU_6399_19830416/TCGA_DU_6399_19830416_1_mask.tif,0,0
TCGA_DU_8168_19970503_31,./archive/kaggle_3m/TCGA_FG_6691_20020405/TCGA_FG_6691_20020405_1.tif,./archive/kaggle_3m/TCGA_FG_6691_20020405/TCGA_FG_6691_20020405_1_mask.tif,0,0
TCGA_DU_8168_19970503_19,./archive/kaggle_3m/TCGA_DU_7294_19890104/TCGA_DU_7294_19890104_1.tif,./archive/kaggle_3m/TCGA_DU_7294_19890104/TCGA_DU_7294_19890104_1_mask.tif,0,0
TCGA_DU_8168_19970503_27,./archive/kaggle_3m/TCGA_HT_7602_19951103/TCGA_HT_7602_19951103_1.tif,./archive/kaggle_3m/TCGA_HT_7602_19951103/TCGA_HT_7602_19951103_1_mask.tif,0,0
TCGA_DU_8168_19970503_33,./archive/kaggle_3m/TCGA_CS_5397_20010315/TCGA_CS_5397_20010315_1.tif,./archive/kaggle_3m/TCGA_CS_5397_20010315/TCGA_CS_5397_20010315_1_mask.tif,0,0
TCGA_DU_8168_19970503_32,./archive/kaggle_3m/TCGA_CS_6666_20011109/TCGA_CS_6666_20011109_1.tif,./archive/kaggle_3m/TCGA_CS_6666_20011109/TCGA_CS_6666_20011109_1_mask.tif,0,0
TCGA_DU_8168_19970503_26,./archive/kaggle_3m/TCGA_FG_7637_20000922/TCGA_FG_7637_20000922_1.tif,./archive/kaggle_3m/TCGA_FG_7637_20000922/TCGA_FG_7637_20000922_1_mask.tif,0,0
TCGA_DU_8168_19970503_9,./archive/kaggle_3m/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_1.tif,./archive/kaggle_3m/TCGA_DU_5854_19951104/TCGA_DU_5854_19951104_1_mask.tif,0,0
TCGA_DU_8168_19970503_22,./archive/kaggle_3m/TCGA_HT_7694_19950404/TCGA_HT_7694_19950404_1.tif,./archive/kaggle_3m/TCGA_HT_7694_19950404/TCGA_HT_7694_19950404_1_mask.tif,0,0
TCGA_DU_8168_19970503_36,./archive/kaggle_3m/TCGA_HT_7473_19970826/TCGA_HT_7473_19970826_1.tif,./archive/kaggle_3m/TCGA_HT_7473_19970826/TCGA_HT_7473_19970826_1_mask.tif,0,0
TCGA_DU_8168_19970503_23,./archive/kaggle_3m/TCGA_CS_6665_20010817/TCGA_CS_6665_20010817_1.tif,./archive/kaggle_3m/TCGA_CS_6665_20010817/TCGA_CS_6665_20010817_1_mask.tif,0,0
TCGA_DU_8168_19970503_8,./archive/kaggle_3m/TCGA_HT_7856_19950831/TCGA_HT_7856_19950831_1.tif,./archive/kaggle_3m/TCGA_HT_7856_19950831/TCGA_HT_7856_19950831_1_mask.tif,0,0
TCGA_DU_8168_19970503_35,./archive/kaggle_3m/TCGA_HT_8107_19980708/TCGA_HT_8107_19980708_1.tif,./archive/kaggle_3m/TCGA_HT_8107_19980708/TCGA_HT_8107_19980708_1_mask.tif,0,0
TCGA_DU_8168_19970503_21,./archive/kaggle_3m/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_1.tif,./archive/kaggle_3m/TCGA_CS_5393_19990606/TCGA_CS_5393_19990606_1_mask.tif,0,0
TCGA_DU_8168_19970503_20,./archive/kaggle_3m/TCGA_HT_7879_19981009/TCGA_HT_7879_19981009_1.tif,./archive/kaggle_3m/TCGA_HT_7879_19981009/TCGA_HT_7879_19981009_1_mask.tif,0,0
TCGA_DU_8168_19970503_34,./archive/kaggle_3m/TCGA_DU_8166_19970322/TCGA_DU_8166_19970322_1.tif,./archive/kaggle_3m/TCGA_DU_8166_19970322/TCGA_DU_8166_19970322_1_mask.tif,0,0
TCGA_DU_8168_19970503_6,./archive/kaggle_3m/TCGA_HT_7680_19970202/TCGA_HT_7680_19970202_1.tif,./archive/kaggle_3m/TCGA_HT_7680_19970202/TCGA_HT_7680_19970202_1_mask.tif,0,0
TCGA_DU_8168_19970503_11,./archive/kaggle_3m/TCGA_DU_5855_19951217/TCGA_DU_5855_19951217_1.tif,./archive/kaggle_3m/TCGA_DU_5855_19951217/TCGA_DU_5855_19951217_1_mask.tif,0,0
TCGA_DU_8168_19970503_10,./archive/kaggle_3m/TCGA_DU_7018_19911220/TCGA_DU_7018_19911220_1.tif,./archive/kaggle_3m/TCGA_DU_7018_19911220/TCGA_DU_7018_19911220_1_mask.tif,0,0
TCGA_DU_8168_19970503_7,./archive/kaggle_3m/TCGA_DU_7008_19830723/TCGA_DU_7008_19830723_1.tif,./archive/kaggle_3m/TCGA_DU_7008_19830723/TCGA_DU_7008_19830723_1_mask.tif,0,0
TCGA_DU_8168_19970503_5,./archive/kaggle_3m/TCGA_HT_7686_19950629/TCGA_HT_7686_19950629_1.tif,./archive/kaggle_3m/TCGA_HT_7686_19950629/TCGA_HT_7686_19950629_1_mask.tif,0,0
TCGA_DU_8168_19970503_12,./archive/kaggle_3m/TCGA_CS_6290_20000917/TCGA_CS_6290_20000917_1.tif,./archive/kaggle_3m/TCGA_CS_6290_20000917/TCGA_CS_6290_20000917_1_mask.tif,0,0
TCGA_DU_8168_19970503_13,./archive/kaggle_3m/TCGA_HT_A61A_20000127/TCGA_HT_A61A_20000127_1.tif,./archive/kaggle_3m/TCGA_HT_A61A_20000127/TCGA_HT_A61A_20000127_1_mask.tif,0,0
TCGA_DU_8168_19970503_4,./archive/kaggle_3m/TCGA_HT_8106_19970727/TCGA_HT_8106_19970727_1.tif,./archive/kaggle_3m/TCGA_HT_8106_19970727/TCGA_HT_8106_19970727_1_mask.tif,0,0
TCGA_DU_8168_19970503_17,./archive/kaggle_3m/TCGA_DU_7299_19910417/TCGA_DU_7299_19910417_1.tif,./archive/kaggle_3m/TCGA_DU_7299_19910417/TCGA_DU_7299_19910417_1_mask.tif,0,0
TCGA_DU_8168_19970503_16,./archive/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_1.tif,./archive/kaggle_3m/TCGA_DU_6408_19860521/TCGA_DU_6408_19860521_1_mask.tif,0,0
TCGA_DU_8168_19970503_1,./archive/kaggle_3m/TCGA_HT_7874_19950902/TCGA_HT_7874_19950902_1.tif,./archive/kaggle_3m/TCGA_HT_7874_19950902/TCGA_HT_7874_19950902_1_mask.tif,0,0
TCGA_DU_8168_19970503_3,./archive/kaggle_3m/TCGA_FG_A4MU_20030903/TCGA_FG_A4MU_20030903_1.tif,./archive/kaggle_3m/TCGA_FG_A4MU_20030903/TCGA_FG_A4MU_20030903_1_mask.tif,0,0
TCGA_DU_8168_19970503_14,./archive/kaggle_3m/TCGA_HT_7690_19960312/TCGA_HT_7690_19960312_1.tif,./archive/kaggle_3m/TCGA_HT_7690_19960312/TCGA_HT_7690_19960312_1_mask.tif,0,0
TCGA_DU_8168_19970503_28,./archive/kaggle_3m/TCGA_DU_A5TR_19970726/TCGA_DU_A5TR_19970726_1.tif,./archive/kaggle_3m/TCGA_DU_A5TR_19970726/TCGA_DU_A5TR_19970726_1_mask.tif,0,0
TCGA_DU_8168_19970503_29,./archive/kaggle_3m/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_1.tif,./archive/kaggle_3m/TCGA_DU_5852_19950709/TCGA_DU_5852_19950709_1_mask.tif,0,0
TCGA_DU_8168_19970503_15,./archive/kaggle_3m/TCGA_DU_A5TS_19970726/TCGA_DU_A5TS_19970726_1.tif,./archive/kaggle_3m/TCGA_DU_A5TS_19970726/TCGA_DU_A5TS_19970726_1_mask.tif,0,0
TCGA_DU_8168_19970503_2,./archive/kaggle_3m/TCGA_HT_8018_19970411/TCGA_HT_8018_19970411_1.tif,./archive/kaggle_3m/TCGA_HT_8018_19970411/TCGA_HT_8018_19970411_1_mask.tif,0,0
TCGA_DU_7300_19910814_25,./archive/kaggle_3m/TCGA_DU_A5TU_19980312/TCGA_DU_A5TU_19980312_1.tif,./archive/kaggle_3m/TCGA_DU_A5TU_19980312/TCGA_DU_A5TU_19980312_1_mask.tif,0,0
TCGA_DU_7300_19910814_31,./archive/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_1.tif,./archive/kaggle_3m/TCGA_DU_5851_19950428/TCGA_DU_5851_19950428_1_mask.tif,0,0
TCGA_DU_7300_19910814_19,./archive/kaggle_3m/TCGA_HT_7877_19980917/TCGA_HT_7877_19980917_1.tif,./archive/kaggle_3m/TCGA_HT_7877_19980917/TCGA_HT_7877_19980917_1_mask.tif,0,0
TCGA_DU_7300_19910814_18,./archive/kaggle_3m/TCGA_CS_6669_20020102/TCGA_CS_6669_20020102_1.tif,./archive/kaggle_3m/TCGA_CS_6669_20020102/TCGA_CS_6669_20020102_1_mask.tif,0,0
TCGA_DU_7300_19910814_30,./archive/kaggle_3m/TCGA_FG_A4MT_20020212/TCGA_FG_A4MT_20020212_1.tif,./archive/kaggle_3m/TCGA_FG_A4MT_20020212/TCGA_FG_A4MT_20020212_1_mask.tif,0,0
TCGA_DU_7300_19910814_24,./archive/kaggle_3m/TCGA_DU_7309_19960831/TCGA_DU_7309_19960831_1.tif,./archive/kaggle_3m/TCGA_DU_7309_19960831/TCGA_DU_7309_19960831_1_mask.tif,0,0
TCGA_DU_7300_19910814_32,./archive/kaggle_3m/TCGA_CS_6668_20011025/TCGA_CS_6668_20011025_1.tif,./archive/kaggle_3m/TCGA_CS_6668_20011025/TCGA_CS_6668_20011025_1_mask.tif,0,0
TCGA_DU_7300_19910814_26,./archive/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_1.tif,./archive/kaggle_3m/TCGA_DU_5872_19950223/TCGA_DU_5872_19950223_1_mask.tif,0,0
TCGA_DU_7300_19910814_27,./archive/kaggle_3m/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_1.tif,./archive/kaggle_3m/TCGA_CS_6188_20010812/TCGA_CS_6188_20010812_1_mask.tif,0,0
TCGA_DU_7300_19910814_33,./archive/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_1.tif,./archive/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_1_mask.tif,0,0
TCGA_DU_7300_19910814_23,./archive/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_1.tif,./archive/kaggle_3m/TCGA_DU_6407_19860514/TCGA_DU_6407_19860514_1_mask.tif,0,0
TCGA_DU_7300_19910814_22,./archive/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_1.tif,./archive/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_1_mask.tif,0,0
TCGA_DU_7300_19910814_36,./archive/kaggle_3m/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_1.tif,./archive/kaggle_3m/TCGA_CS_5395_19981004/TCGA_CS_5395_19981004_1_mask.tif,0,0
TCGA_DU_7300_19910814_20,./archive/kaggle_3m/TCGA_EZ_7264_20010816/TCGA_EZ_7264_20010816_1.tif,./archive/kaggle_3m/TCGA_EZ_7264_20010816/TCGA_EZ_7264_20010816_1_mask.tif,0,0
TCGA_DU_7300_19910814_34,./archive/kaggle_3m/TCGA_DU_7014_19860618/TCGA_DU_7014_19860618_1.tif,./archive/kaggle_3m/TCGA_DU_7014_19860618/TCGA_DU_7014_19860618_1_mask.tif,0,0
TCGA_DU_7300_19910814_9,./archive/kaggle_3m/TCGA_HT_7881_19981015/TCGA_HT_7881_19981015_1.tif,./archive/kaggle_3m/TCGA_HT_7881_19981015/TCGA_HT_7881_19981015_1_mask.tif,0,0
TCGA_DU_7300_19910814_8,./archive/kaggle_3m/TCGA_FG_A60K_20040224/TCGA_FG_A60K_20040224_1.tif,./archive/kaggle_3m/TCGA_FG_A60K_20040224/TCGA_FG_A60K_20040224_1_mask.tif,0,0
TCGA_DU_7300_19910814_35,./archive/kaggle_3m/TCGA_CS_6667_20011105/TCGA_CS_6667_20011105_2.tif,./archive/kaggle_3m/TCGA_CS_6667_20011105/TCGA_CS_6667_20011105_2_mask.tif,0,0
TCGA_DU_7300_19910814_21,./archive/kaggle_3m/TCGA_DU_8164_19970111/TCGA_DU_8164_19970111_2.tif,./archive/kaggle_3m/TCGA_DU_8164_19970111/TCGA_DU_8164_19970111_2_mask.tif,0,0
TCGA_DU_7300_19910814_10,./archive/kaggle_3m/TCGA_DU_8168_19970503/TCGA_DU_8168_19970503_2.tif,./archive/kaggle_3m/TCGA_DU_8168_19970503/TCGA_DU_8168_19970503_2_mask.tif,0,0
TCGA_DU_7300_19910814_5,./archive/kaggle_3m/TCGA_DU_7300_19910814/TCGA_DU_7300_19910814_2.tif,./archive/kaggle_3m/TCGA_DU_7300_19910814/TCGA_DU_7300_19910814_2_mask.tif,0,0
TCGA_DU_7300_19910814_4,./archive/kaggle_3m/TCGA_HT_7475_19970918/TCGA_HT_7475_19970918_2.tif,./archive/kaggle_3m/TCGA_HT_7475_19970918/TCGA_HT_7475_19970918_2_mask.tif,0,0
TCGA_DU_7300_19910814_11,./archive/kaggle_3m/TCGA_DU_7010_19860307/TCGA_DU_7010_19860307_2.tif,./archive/kaggle_3m/TCGA_DU_7010_19860307/TCGA_DU_7010_19860307_2_mask.tif,0,0
TCGA_DU_7300_19910814_13,./archive/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_2.tif,./archive/kaggle_3m/TCGA_FG_6688_20020215/TCGA_FG_6688_20020215_2_mask.tif,0,0
